PHEWAS_CODE;ICD10_CODE;EXCLUSION;STR
A20-A28;A22;A00-B99;Certain zoonotic bacterial diseases
A20-A28;A209;A00-B99;Certain zoonotic bacterial diseases
A20-A28;A200;A00-B99;Certain zoonotic bacterial diseases
A20-A28;A219;A00-B99;Certain zoonotic bacterial diseases
A20-A28;A270;A00-B99;Certain zoonotic bacterial diseases
A30-A49;A32;A00-B99;Other bacterial diseases
A30-A49;A321;A00-B99;Other bacterial diseases
A30-A49;A304;A00-B99;Other bacterial diseases
A30-A49;A420;A00-B99;Other bacterial diseases
A30-A49;A319;A00-B99;Other bacterial diseases
A30-A49;A320;A00-B99;Other bacterial diseases
A30-A49;A318;A00-B99;Other bacterial diseases
A30-A49;A305;A00-B99;Other bacterial diseases
A30-A49;A300;A00-B99;Other bacterial diseases
A30-A49;A409;A00-B99;Other bacterial diseases
A30-A49;A34;A00-B99;Other bacterial diseases
A30-A49;A303;A00-B99;Other bacterial diseases
A30-A49;A327;A00-B99;Other bacterial diseases
A30-A49;A44;A00-B99;Other bacterial diseases
A30-A49;A441;A00-B99;Other bacterial diseases
A30-A49;A438;A00-B99;Other bacterial diseases
A30-A49;A40;A00-B99;Other bacterial diseases
A30-A49;A42;A00-B99;Other bacterial diseases
A30-A49;A401;A00-B99;Other bacterial diseases
A30-A49;A400;A00-B99;Other bacterial diseases
A30-A49;A492;A00-B99;Other bacterial diseases
A30-A49;A488;A00-B99;Other bacterial diseases
A30-A49;A398;A00-B99;Other bacterial diseases
A30-A49;A431;A00-B99;Other bacterial diseases
A30-A49;A499;A00-B99;Other bacterial diseases
A30-A49;A371;A00-B99;Other bacterial diseases
A30-A49;A414;A00-B99;Other bacterial diseases
A30-A49;A481;A00-B99;Other bacterial diseases
A30-A49;A415;A00-B99;Other bacterial diseases
A30-A49;A302;A00-B99;Other bacterial diseases
A30-A49;A429;A00-B99;Other bacterial diseases
A30-A49;A412;A00-B99;Other bacterial diseases
A30-A49;A484;A00-B99;Other bacterial diseases
A30-A49;A301;A00-B99;Other bacterial diseases
A30-A49;A439;A00-B99;Other bacterial diseases
A30-A49;A413;A00-B99;Other bacterial diseases
A30-A49;A418;A00-B99;Other bacterial diseases
A30-A49;A392;A00-B99;Other bacterial diseases
A30-A49;A483;A00-B99;Other bacterial diseases
A30-A49;A448;A00-B99;Other bacterial diseases
A30-A49;A410;A00-B99;Other bacterial diseases
A30-A49;A422;A00-B99;Other bacterial diseases
A30-A49;A440;A00-B99;Other bacterial diseases
A30-A49;A310;A00-B99;Other bacterial diseases
A30-A49;A33;A00-B99;Other bacterial diseases
A30-A49;A311;A00-B99;Other bacterial diseases
A30-A49;A430;A00-B99;Other bacterial diseases
A30-A49;A498;A00-B99;Other bacterial diseases
A30-A49;A368;A00-B99;Other bacterial diseases
A30-A49;A395;A00-B99;Other bacterial diseases
A30-A49;A393;A00-B99;Other bacterial diseases
A30-A49;A419;A00-B99;Other bacterial diseases
A30-A49;A370;A00-B99;Other bacterial diseases
A30-A49;A408;A00-B99;Other bacterial diseases
A30-A49;A41;A00-B99;Other bacterial diseases
A30-A49;A427;A00-B99;Other bacterial diseases
A30-A49;A428;A00-B99;Other bacterial diseases
A30-A49;A329;A00-B99;Other bacterial diseases
A30-A49;A30;A00-B99;Other bacterial diseases
A30-A49;A490;A00-B99;Other bacterial diseases
A30-A49;A362;A00-B99;Other bacterial diseases
A30-A49;A394;A00-B99;Other bacterial diseases
A30-A49;A480;A00-B99;Other bacterial diseases
A30-A49;A308;A00-B99;Other bacterial diseases
A30-A49;A31;A00-B99;Other bacterial diseases
A30-A49;A493;A00-B99;Other bacterial diseases
A30-A49;A43;A00-B99;Other bacterial diseases
A30-A49;A46;A00-B99;Other bacterial diseases
A30-A49;A399;A00-B99;Other bacterial diseases
A30-A49;A35;A00-B99;Other bacterial diseases
A30-A49;A369;A00-B99;Other bacterial diseases
A30-A49;A39;A00-B99;Other bacterial diseases
A30-A49;A37;A00-B99;Other bacterial diseases
A30-A49;A403;A00-B99;Other bacterial diseases
A30-A49;A421;A00-B99;Other bacterial diseases
A30-A49;A36;A00-B99;Other bacterial diseases
A30-A49;A328;A00-B99;Other bacterial diseases
A30-A49;A49;A00-B99;Other bacterial diseases
A30-A49;A38;A00-B99;Other bacterial diseases
A30-A49;A363;A00-B99;Other bacterial diseases
A30-A49;A449;A00-B99;Other bacterial diseases
A30-A49;A379;A00-B99;Other bacterial diseases
A30-A49;A402;A00-B99;Other bacterial diseases
A30-A49;A411;A00-B99;Other bacterial diseases
A30-A49;A482;A00-B99;Other bacterial diseases
A30-A49;A390;A00-B99;Other bacterial diseases
A30-A49;A48;A00-B99;Other bacterial diseases
A30-A49;A391;A00-B99;Other bacterial diseases
A30-A49;A491;A00-B99;Other bacterial diseases
A30-A49;A378;A00-B99;Other bacterial diseases
A30-A49;A309;A00-B99;Other bacterial diseases
A30-A49;A361;A00-B99;Other bacterial diseases
A30-A49;A360;A00-B99;Other bacterial diseases
A50-A64;A519;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A522;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A544;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A599;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A6300;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A546;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A542;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A55;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A50;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A543;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A541;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A521;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A568;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A527;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A540;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A520;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A510;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A51;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A545;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A548;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A500;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A512;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A6308;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A60;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A52;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A56;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A504;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A503;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A515;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A609;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A601;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A63;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A514;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A54;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A600;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A530;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A562;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A64;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A523;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A630;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A598;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A590;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A549;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A564;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A511;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A539;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A53;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A638;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A560;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A505;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A58;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A509;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A513;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A563;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A502;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A507;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A561;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A506;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A501;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A59;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A57;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A529;A00-B99;Infections with a predominantly sexual mode of transmission
A50-A64;A528;A00-B99;Infections with a predominantly sexual mode of transmission
A65-A69;A699;A00-B99;Other spirochaetal diseases
A65-A69;A69;A00-B99;Other spirochaetal diseases
A65-A69;A672;A00-B99;Other spirochaetal diseases
A65-A69;A689;A00-B99;Other spirochaetal diseases
A65-A69;A690;A00-B99;Other spirochaetal diseases
A65-A69;A666;A00-B99;Other spirochaetal diseases
A65-A69;A665;A00-B99;Other spirochaetal diseases
A65-A69;A691;A00-B99;Other spirochaetal diseases
A65-A69;A667;A00-B99;Other spirochaetal diseases
A65-A69;A681;A00-B99;Other spirochaetal diseases
A65-A69;A669;A00-B99;Other spirochaetal diseases
A65-A69;A668;A00-B99;Other spirochaetal diseases
A65-A69;A692;A00-B99;Other spirochaetal diseases
A65-A69;A65;A00-B99;Other spirochaetal diseases
A65-A69;A680;A00-B99;Other spirochaetal diseases
A65-A69;A660;A00-B99;Other spirochaetal diseases
A65-A69;A698;A00-B99;Other spirochaetal diseases
A65-A69;A66;A00-B99;Other spirochaetal diseases
A65-A69;A68;A00-B99;Other spirochaetal diseases
A65-A69;A664;A00-B99;Other spirochaetal diseases
A65-A69;A679;A00-B99;Other spirochaetal diseases
A65-A69;A663;A00-B99;Other spirochaetal diseases
A65-A69;A661;A00-B99;Other spirochaetal diseases
A65-A69;A662;A00-B99;Other spirochaetal diseases
A65-A69;A673;A00-B99;Other spirochaetal diseases
A65-A69;A67;A00-B99;Other spirochaetal diseases
A65-A69;A671;A00-B99;Other spirochaetal diseases
A65-A69;A670;A00-B99;Other spirochaetal diseases
A70-A74;A719;A00-B99;Other diseases caused by chlamydiae
A70-A74;A70;A00-B99;Other diseases caused by chlamydiae
A70-A74;A748;A00-B99;Other diseases caused by chlamydiae
A70-A74;A710;A00-B99;Other diseases caused by chlamydiae
A70-A74;A71;A00-B99;Other diseases caused by chlamydiae
A70-A74;A74;A00-B99;Other diseases caused by chlamydiae
A70-A74;A711;A00-B99;Other diseases caused by chlamydiae
A70-A74;A740;A00-B99;Other diseases caused by chlamydiae
A70-A74;A749;A00-B99;Other diseases caused by chlamydiae
A75-A79;A751;A00-B99;Rickettsioses
A75-A79;A750;A00-B99;Rickettsioses
A75-A79;A773;A00-B99;Rickettsioses
A75-A79;A799;A00-B99;Rickettsioses
A75-A79;A791;A00-B99;Rickettsioses
A75-A79;A77;A00-B99;Rickettsioses
A75-A79;A779;A00-B99;Rickettsioses
A75-A79;A771;A00-B99;Rickettsioses
A75-A79;A752;A00-B99;Rickettsioses
A75-A79;A753;A00-B99;Rickettsioses
A75-A79;A770;A00-B99;Rickettsioses
A75-A79;A75;A00-B99;Rickettsioses
A75-A79;A79;A00-B99;Rickettsioses
A75-A79;A759;A00-B99;Rickettsioses
A75-A79;A78;A00-B99;Rickettsioses
A75-A79;A772;A00-B99;Rickettsioses
A75-A79;A798;A00-B99;Rickettsioses
A75-A79;A790;A00-B99;Rickettsioses
A75-A79;A778;A00-B99;Rickettsioses
A80-A89;A833;A00-B99;Viral infections of the central nervous system
A80-A89;A83;A00-B99;Viral infections of the central nervous system
A80-A89;A800;A00-B99;Viral infections of the central nervous system
A80-A89;A832;A00-B99;Viral infections of the central nervous system
A80-A89;A87;A00-B99;Viral infections of the central nervous system
A80-A89;A801;A00-B99;Viral infections of the central nervous system
A80-A89;A834;A00-B99;Viral infections of the central nervous system
A80-A89;A804;A00-B99;Viral infections of the central nervous system
A80-A89;A86;A00-B99;Viral infections of the central nervous system
A80-A89;A88;A00-B99;Viral infections of the central nervous system
A80-A89;A888;A00-B99;Viral infections of the central nervous system
A80-A89;A841;A00-B99;Viral infections of the central nervous system
A80-A89;A802;A00-B99;Viral infections of the central nervous system
A80-A89;A820;A00-B99;Viral infections of the central nervous system
A80-A89;A82;A00-B99;Viral infections of the central nervous system
A80-A89;A84;A00-B99;Viral infections of the central nervous system
A80-A89;A831;A00-B99;Viral infections of the central nervous system
A80-A89;A803;A00-B99;Viral infections of the central nervous system
A80-A89;A848;A00-B99;Viral infections of the central nervous system
A80-A89;A819;A00-B99;Viral infections of the central nervous system
A80-A89;A821;A00-B99;Viral infections of the central nervous system
A80-A89;A836;A00-B99;Viral infections of the central nervous system
A80-A89;A839;A00-B99;Viral infections of the central nervous system
A80-A89;A871;A00-B99;Viral infections of the central nervous system
A80-A89;A80;A00-B99;Viral infections of the central nervous system
A80-A89;A880;A00-B99;Viral infections of the central nervous system
A80-A89;A852;A00-B99;Viral infections of the central nervous system
A80-A89;A851;A00-B99;Viral infections of the central nervous system
A80-A89;A89;A00-B99;Viral infections of the central nervous system
A80-A89;A838;A00-B99;Viral infections of the central nervous system
A80-A89;A818;A00-B99;Viral infections of the central nervous system
A80-A89;A878;A00-B99;Viral infections of the central nervous system
A80-A89;A830;A00-B99;Viral infections of the central nervous system
A80-A89;A835;A00-B99;Viral infections of the central nervous system
A80-A89;A829;A00-B99;Viral infections of the central nervous system
A80-A89;A881;A00-B99;Viral infections of the central nervous system
A80-A89;A809;A00-B99;Viral infections of the central nervous system
A80-A89;A81;A00-B99;Viral infections of the central nervous system
A80-A89;A810;A00-B99;Viral infections of the central nervous system
A80-A89;A858;A00-B99;Viral infections of the central nervous system
A80-A89;A85;A00-B99;Viral infections of the central nervous system
A80-A89;A812;A00-B99;Viral infections of the central nervous system
A80-A89;A872;A00-B99;Viral infections of the central nervous system
A80-A89;A840;A00-B99;Viral infections of the central nervous system
A80-A89;A811;A00-B99;Viral infections of the central nervous system
A80-A89;A850;A00-B99;Viral infections of the central nervous system
A80-A89;A849;A00-B99;Viral infections of the central nervous system
A80-A89;A870;A00-B99;Viral infections of the central nervous system
A80-A89;A879;A00-B99;Viral infections of the central nervous system
A90-A99;A961;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A920;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A99;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A988;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A93;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A929;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A98;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A960;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A930;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A969;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A962;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A924;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A968;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A96;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A90;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A921;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A950;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A959;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A951;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A92;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A985;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A91;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A95;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A932;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A984;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A938;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A980;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A982;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A983;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A928;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A94;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A931;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A981;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A923;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
A90-A99;A922;A00-B99;Arthropod-borne viral fevers and viral haemorrhagic fevers
B00-B09;B085;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B084;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B08;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B021;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B081;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B02;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B023;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B007;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B052;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B06;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B054;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B005;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B083;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B07;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B022;A00-B99;Viral infections characterized by skin and mucous membrane lesions
B00-B09;B01;A00-B99;Viral infections characterized by skin and mucous membrane lesions
